Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Walls,MAT_STANDARD,f7b7a311-f04b-5859-998e-e88295f4badc,TEXT,MAT_INFO,Type,Mat Standard [ISO 19650-1:2018],False,,,,1,0
Windows,MAT_STANDARD,f7b7a311-f04b-5859-998e-e88295f4badc,TEXT,MAT_INFO,Type,Mat Standard [ISO 19650-1:2018],False,,,,1,0
Air Terminals,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Cable Trays,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Casework,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Ceilings,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Conduits,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Curtain Panels,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Curtain Wall Mullions,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Doors,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Ducts,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Electrical Equipment,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Electrical Fixtures,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Floors,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Furniture,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Generic Models,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Lighting Fixtures,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Mechanical Equipment,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Pipe Accessories,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Pipe Fittings,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Pipes,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Plumbing Equipment,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Plumbing Fixtures,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Ramps,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Roofs,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Rooms,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Specialty Equipment,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Sprinklers,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Stairs,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Walls,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Windows,BI_CREATED_DATE_TXT,e7951912-7eb2-426f-b4f2-c26864866a82,TEXT,TPL_TRACKING,Type,Date image created [ISO 19650-2:2018],False,,,,1,0
Air Terminals,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Cable Trays,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Casework,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Ceilings,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Conduits,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Curtain Panels,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Curtain Wall Mullions,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Doors,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Ducts,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Electrical Fixtures,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Floors,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Furniture,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Generic Models,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Lighting Fixtures,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Mechanical Equipment,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Pipe Accessories,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Pipe Fittings,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Pipes,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Plumbing Equipment,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Plumbing Fixtures,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Ramps,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Roofs,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Rooms,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Specialty Equipment,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Sprinklers,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Stairs,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Walls,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Windows,CST_CALC_AREA_M2,a4c93912-d9c4-4a58-a49a-3962fa5a4694,CURRENCY,COM_DAT,Type,Calculated area in square meters [ISO 19650-3:2020],False,,,,1,0
Air Terminals,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Cable Trays,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Casework,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Ceilings,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Conduits,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Curtain Panels,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Curtain Wall Mullions,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Doors,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Ducts,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Electrical Equipment,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Electrical Fixtures,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Floors,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Furniture,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Generic Models,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Lighting Fixtures,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Mechanical Equipment,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Pipe Accessories,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Pipe Fittings,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Pipes,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Plumbing Equipment,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Plumbing Fixtures,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Ramps,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Roofs,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Rooms,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Specialty Equipment,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Sprinklers,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Stairs,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Walls,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Windows,MA_ELEMENT_NAME_TXT,d1914312-2ffb-403e-9e54-bc02917e42cd,TEXT,TPL_TRACKING,Type,Element name [ISO 19650-2:2018],False,,,,1,0
Air Terminals,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Cable Trays,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Casework,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Ceilings,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Conduits,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Curtain Panels,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Curtain Wall Mullions,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Doors,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Ducts,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Electrical Equipment,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Electrical Fixtures,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Floors,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Furniture,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Generic Models,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Lighting Fixtures,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Mechanical Equipment,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Pipe Accessories,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Pipe Fittings,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Pipes,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Plumbing Equipment,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Plumbing Fixtures,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Ramps,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Roofs,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Rooms,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Specialty Equipment,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Sprinklers,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Stairs,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Walls,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Windows,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,COM_DAT,Type,Cst S Ear Excavation Volume Cu M [ISO 19650-2:2018],False,,,,1,0
Doors,BLE_FINISH_PLASTER_RATIO_NR,3263ef12-65eb-523c-b707-50b6f8673809,NUMBER,CST_PROC,Type,Ble Finish Plaster Ratio Nr [ISO 19650-1:2018],False,,,,1,0
Generic Models,BLE_FINISH_PLASTER_RATIO_NR,3263ef12-65eb-523c-b707-50b6f8673809,NUMBER,CST_PROC,Type,Ble Finish Plaster Ratio Nr [ISO 19650-1:2018],False,,,,1,0
Air Terminals,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Cable Trays,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Casework,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Ceilings,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Conduits,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Curtain Panels,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Curtain Wall Mullions,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Doors,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Ducts,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Electrical Equipment,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Electrical Fixtures,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Floors,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Furniture,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Generic Models,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Lighting Fixtures,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Mechanical Equipment,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
Pipe Accessories,CST_TOTAL_STEEL_COST,1d8c4113-6684-4d8a-8f1b-84c0caa1c80e,CURRENCY,COM_DAT,Type,Total steel cost in UGX [ISO 19650-3:2020],False,,,,1,0
