ParameterGroup,ParameterName,GUID,DataType,BindingType,Description,RevitCategory
INST_CST,CST_S_EAR_BLINDING_VOLUME_CU_M,712e8375-b1ae-5dd6-bd56-330faa7a708a,VOLUME,Type,Blinding Concrete in Cubic Meters,Casework
INST_CST,CST_S_EAR_BLINDING_VOLUME_CU_M,712e8375-b1ae-5dd6-bd56-330faa7a708a,VOLUME,Type,Blinding Concrete in Cubic Meters,Electrical Equipment
INST_CST,CST_S_EAR_BLINDING_VOLUME_CU_M,712e8375-b1ae-5dd6-bd56-330faa7a708a,VOLUME,Type,Blinding Concrete in Cubic Meters,Furniture
INST_CST,CST_S_EAR_BLINDING_VOLUME_CU_M,712e8375-b1ae-5dd6-bd56-330faa7a708a,VOLUME,Type,Blinding Concrete in Cubic Meters,Generic Models
INST_CST,CST_S_EAR_BLINDING_VOLUME_CU_M,712e8375-b1ae-5dd6-bd56-330faa7a708a,VOLUME,Type,Blinding Concrete in Cubic Meters,Mechanical Equipment
INST_CST,CST_S_EAR_BLINDING_VOLUME_CU_M,712e8375-b1ae-5dd6-bd56-330faa7a708a,VOLUME,Type,Blinding Concrete in Cubic Meters,Plumbing Fixtures
INST_CST,CST_S_EAR_BLINDING_VOLUME_CU_M,712e8375-b1ae-5dd6-bd56-330faa7a708a,VOLUME,Type,Blinding Concrete in Cubic Meters,Specialty Equipment
INST_CST,CST_S_EAR_COMPACTION_NR,bb65edb2-cf5d-5f80-9607-ae66f321a2f4,NUMBER,Type,Required Compaction Level,Casework
INST_CST,CST_S_EAR_COMPACTION_NR,bb65edb2-cf5d-5f80-9607-ae66f321a2f4,NUMBER,Type,Required Compaction Level,Electrical Equipment
INST_CST,CST_S_EAR_COMPACTION_NR,bb65edb2-cf5d-5f80-9607-ae66f321a2f4,NUMBER,Type,Required Compaction Level,Furniture
INST_CST,CST_S_EAR_COMPACTION_NR,bb65edb2-cf5d-5f80-9607-ae66f321a2f4,NUMBER,Type,Required Compaction Level,Generic Models
INST_CST,CST_S_EAR_COMPACTION_NR,bb65edb2-cf5d-5f80-9607-ae66f321a2f4,NUMBER,Type,Required Compaction Level,Mechanical Equipment
INST_CST,CST_S_EAR_COMPACTION_NR,bb65edb2-cf5d-5f80-9607-ae66f321a2f4,NUMBER,Type,Required Compaction Level,Plumbing Fixtures
INST_CST,CST_S_EAR_COMPACTION_NR,bb65edb2-cf5d-5f80-9607-ae66f321a2f4,NUMBER,Type,Required Compaction Level,Specialty Equipment
INST_CST,CST_S_EAR_EXCAVATION_DEPTH_M,1950c401-9793-5b13-84c6-2444b7270a2d,LENGTH,Type,Excavation Depth in Meters,Casework
INST_CST,CST_S_EAR_EXCAVATION_DEPTH_M,1950c401-9793-5b13-84c6-2444b7270a2d,LENGTH,Type,Excavation Depth in Meters,Electrical Equipment
INST_CST,CST_S_EAR_EXCAVATION_DEPTH_M,1950c401-9793-5b13-84c6-2444b7270a2d,LENGTH,Type,Excavation Depth in Meters,Furniture
INST_CST,CST_S_EAR_EXCAVATION_DEPTH_M,1950c401-9793-5b13-84c6-2444b7270a2d,LENGTH,Type,Excavation Depth in Meters,Generic Models
INST_CST,CST_S_EAR_EXCAVATION_DEPTH_M,1950c401-9793-5b13-84c6-2444b7270a2d,LENGTH,Type,Excavation Depth in Meters,Mechanical Equipment
INST_CST,CST_S_EAR_EXCAVATION_DEPTH_M,1950c401-9793-5b13-84c6-2444b7270a2d,LENGTH,Type,Excavation Depth in Meters,Plumbing Fixtures
INST_CST,CST_S_EAR_EXCAVATION_DEPTH_M,1950c401-9793-5b13-84c6-2444b7270a2d,LENGTH,Type,Excavation Depth in Meters,Specialty Equipment
INST_CST,CST_S_EAR_EXCAVATION_METHOD_TXT,771de03f-7648-5e19-a3d2-204c4e4782fb,TEXT,Type,Excavation Method (Manual/Machine),Casework
INST_CST,CST_S_EAR_EXCAVATION_METHOD_TXT,771de03f-7648-5e19-a3d2-204c4e4782fb,TEXT,Type,Excavation Method (Manual/Machine),Electrical Equipment
INST_CST,CST_S_EAR_EXCAVATION_METHOD_TXT,771de03f-7648-5e19-a3d2-204c4e4782fb,TEXT,Type,Excavation Method (Manual/Machine),Furniture
INST_CST,CST_S_EAR_EXCAVATION_METHOD_TXT,771de03f-7648-5e19-a3d2-204c4e4782fb,TEXT,Type,Excavation Method (Manual/Machine),Generic Models
INST_CST,CST_S_EAR_EXCAVATION_METHOD_TXT,771de03f-7648-5e19-a3d2-204c4e4782fb,TEXT,Type,Excavation Method (Manual/Machine),Mechanical Equipment
INST_CST,CST_S_EAR_EXCAVATION_METHOD_TXT,771de03f-7648-5e19-a3d2-204c4e4782fb,TEXT,Type,Excavation Method (Manual/Machine),Plumbing Fixtures
INST_CST,CST_S_EAR_EXCAVATION_METHOD_TXT,771de03f-7648-5e19-a3d2-204c4e4782fb,TEXT,Type,Excavation Method (Manual/Machine),Specialty Equipment
INST_CST,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,Type,EXCAVATIONVolume in Cubic Meters,Casework
INST_CST,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,Type,EXCAVATIONVolume in Cubic Meters,Electrical Equipment
INST_CST,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,Type,EXCAVATIONVolume in Cubic Meters,Furniture
INST_CST,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,Type,EXCAVATIONVolume in Cubic Meters,Generic Models
INST_CST,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,Type,EXCAVATIONVolume in Cubic Meters,Mechanical Equipment
INST_CST,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,Type,EXCAVATIONVolume in Cubic Meters,Plumbing Fixtures
INST_CST,CST_S_EAR_EXCAVATION_VOLUME_CU_M,49dcb512-bf7f-5d0c-8ac2-e0baf2829ce6,VOLUME,Type,EXCAVATIONVolume in Cubic Meters,Specialty Equipment
INST_CST,CST_S_EAR_FILL_MAT_TXT,1e6cf542-be6d-5f69-9ed0-533e07fdc5a2,TEXT,Type,Type of Fill Material,Casework
INST_CST,CST_S_EAR_FILL_MAT_TXT,1e6cf542-be6d-5f69-9ed0-533e07fdc5a2,TEXT,Type,Type of Fill Material,Electrical Equipment
INST_CST,CST_S_EAR_FILL_MAT_TXT,1e6cf542-be6d-5f69-9ed0-533e07fdc5a2,TEXT,Type,Type of Fill Material,Furniture
INST_CST,CST_S_EAR_FILL_MAT_TXT,1e6cf542-be6d-5f69-9ed0-533e07fdc5a2,TEXT,Type,Type of Fill Material,Generic Models
INST_CST,CST_S_EAR_FILL_MAT_TXT,1e6cf542-be6d-5f69-9ed0-533e07fdc5a2,TEXT,Type,Type of Fill Material,Mechanical Equipment
INST_CST,CST_S_EAR_FILL_MAT_TXT,1e6cf542-be6d-5f69-9ed0-533e07fdc5a2,TEXT,Type,Type of Fill Material,Plumbing Fixtures
INST_CST,CST_S_EAR_FILL_MAT_TXT,1e6cf542-be6d-5f69-9ed0-533e07fdc5a2,TEXT,Type,Type of Fill Material,Specialty Equipment
INST_CST,CST_S_EAR_GEOTEXTILE_AREA_SQ_M,830c7f30-1bf4-5df7-a4d4-91de7c06832b,AREA,Type,GEOTEXTILEFABRICArea in Square Meters,Casework
INST_CST,CST_S_EAR_GEOTEXTILE_AREA_SQ_M,830c7f30-1bf4-5df7-a4d4-91de7c06832b,AREA,Type,GEOTEXTILEFABRICArea in Square Meters,Electrical Equipment
INST_CST,CST_S_EAR_GEOTEXTILE_AREA_SQ_M,830c7f30-1bf4-5df7-a4d4-91de7c06832b,AREA,Type,GEOTEXTILEFABRICArea in Square Meters,Furniture
INST_CST,CST_S_EAR_GEOTEXTILE_AREA_SQ_M,830c7f30-1bf4-5df7-a4d4-91de7c06832b,AREA,Type,GEOTEXTILEFABRICArea in Square Meters,Generic Models
INST_CST,CST_S_EAR_GEOTEXTILE_AREA_SQ_M,830c7f30-1bf4-5df7-a4d4-91de7c06832b,AREA,Type,GEOTEXTILEFABRICArea in Square Meters,Mechanical Equipment
INST_CST,CST_S_EAR_GEOTEXTILE_AREA_SQ_M,830c7f30-1bf4-5df7-a4d4-91de7c06832b,AREA,Type,GEOTEXTILEFABRICArea in Square Meters,Plumbing Fixtures
INST_CST,CST_S_EAR_GEOTEXTILE_AREA_SQ_M,830c7f30-1bf4-5df7-a4d4-91de7c06832b,AREA,Type,GEOTEXTILEFABRICArea in Square Meters,Specialty Equipment
INST_CST,CST_S_EAR_HARDCORE_THICKNESS_MM,5568d8ff-1dcb-5db8-b3a1-189de3509837,LENGTH,Type,Hardcore Thickness in Millimeters,Casework
INST_CST,CST_S_EAR_HARDCORE_THICKNESS_MM,5568d8ff-1dcb-5db8-b3a1-189de3509837,LENGTH,Type,Hardcore Thickness in Millimeters,Electrical Equipment
INST_CST,CST_S_EAR_HARDCORE_THICKNESS_MM,5568d8ff-1dcb-5db8-b3a1-189de3509837,LENGTH,Type,Hardcore Thickness in Millimeters,Furniture
INST_CST,CST_S_EAR_HARDCORE_THICKNESS_MM,5568d8ff-1dcb-5db8-b3a1-189de3509837,LENGTH,Type,Hardcore Thickness in Millimeters,Generic Models
INST_CST,CST_S_EAR_HARDCORE_THICKNESS_MM,5568d8ff-1dcb-5db8-b3a1-189de3509837,LENGTH,Type,Hardcore Thickness in Millimeters,Mechanical Equipment
INST_CST,CST_S_EAR_HARDCORE_THICKNESS_MM,5568d8ff-1dcb-5db8-b3a1-189de3509837,LENGTH,Type,Hardcore Thickness in Millimeters,Plumbing Fixtures
INST_CST,CST_S_EAR_HARDCORE_THICKNESS_MM,5568d8ff-1dcb-5db8-b3a1-189de3509837,LENGTH,Type,Hardcore Thickness in Millimeters,Specialty Equipment
INST_CST,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,Type,HARDCOREVolume in Cubic Meters,Casework
INST_CST,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,Type,HARDCOREVolume in Cubic Meters,Electrical Equipment
INST_CST,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,Type,HARDCOREVolume in Cubic Meters,Furniture
INST_CST,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,Type,HARDCOREVolume in Cubic Meters,Generic Models
INST_CST,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,Type,HARDCOREVolume in Cubic Meters,Mechanical Equipment
INST_CST,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,Type,HARDCOREVolume in Cubic Meters,Plumbing Fixtures
INST_CST,CST_S_EAR_HARDCORE_VOLUME_CU_M,645c088a-a602-58b9-a7f8-b59984dba6b4,VOLUME,Type,HARDCOREVolume in Cubic Meters,Specialty Equipment
INST_CST,CST_S_EAR_SOIL_TYPE_TXT,c014f69a-2afa-50f8-a6bf-65ea88c87ea7,TEXT,Type,Soil Classification Type,Casework
INST_CST,CST_S_EAR_SOIL_TYPE_TXT,c014f69a-2afa-50f8-a6bf-65ea88c87ea7,TEXT,Type,Soil Classification Type,Electrical Equipment
INST_CST,CST_S_EAR_SOIL_TYPE_TXT,c014f69a-2afa-50f8-a6bf-65ea88c87ea7,TEXT,Type,Soil Classification Type,Furniture
INST_CST,CST_S_EAR_SOIL_TYPE_TXT,c014f69a-2afa-50f8-a6bf-65ea88c87ea7,TEXT,Type,Soil Classification Type,Generic Models
INST_CST,CST_S_EAR_SOIL_TYPE_TXT,c014f69a-2afa-50f8-a6bf-65ea88c87ea7,TEXT,Type,Soil Classification Type,Mechanical Equipment
INST_CST,CST_S_EAR_SOIL_TYPE_TXT,c014f69a-2afa-50f8-a6bf-65ea88c87ea7,TEXT,Type,Soil Classification Type,Plumbing Fixtures
INST_CST,CST_S_EAR_SOIL_TYPE_TXT,c014f69a-2afa-50f8-a6bf-65ea88c87ea7,TEXT,Type,Soil Classification Type,Specialty Equipment
INST_CST,CST_S_FRM_BEAM_AREA_SQ_M,8b2cf94d-fba4-58f3-ad0c-ffb4e5c204f0,AREA,Type,BEAMFORMWORKArea in Square Meters,Casework
INST_CST,CST_S_FRM_BEAM_AREA_SQ_M,8b2cf94d-fba4-58f3-ad0c-ffb4e5c204f0,AREA,Type,BEAMFORMWORKArea in Square Meters,Electrical Equipment
INST_CST,CST_S_FRM_BEAM_AREA_SQ_M,8b2cf94d-fba4-58f3-ad0c-ffb4e5c204f0,AREA,Type,BEAMFORMWORKArea in Square Meters,Furniture
INST_CST,CST_S_FRM_BEAM_AREA_SQ_M,8b2cf94d-fba4-58f3-ad0c-ffb4e5c204f0,AREA,Type,BEAMFORMWORKArea in Square Meters,Generic Models
INST_CST,CST_S_FRM_BEAM_AREA_SQ_M,8b2cf94d-fba4-58f3-ad0c-ffb4e5c204f0,AREA,Type,BEAMFORMWORKArea in Square Meters,Mechanical Equipment
INST_CST,CST_S_FRM_BEAM_AREA_SQ_M,8b2cf94d-fba4-58f3-ad0c-ffb4e5c204f0,AREA,Type,BEAMFORMWORKArea in Square Meters,Plumbing Fixtures
INST_CST,CST_S_FRM_BEAM_AREA_SQ_M,8b2cf94d-fba4-58f3-ad0c-ffb4e5c204f0,AREA,Type,BEAMFORMWORKArea in Square Meters,Specialty Equipment
INST_CST,CST_S_FRM_COLUMN_AREA_SQ_M,b81aebef-48d1-51d2-b31d-e78829f0825a,AREA,Type,COLUMNFORMWORKArea in Square Meters,Casework
INST_CST,CST_S_FRM_COLUMN_AREA_SQ_M,b81aebef-48d1-51d2-b31d-e78829f0825a,AREA,Type,COLUMNFORMWORKArea in Square Meters,Electrical Equipment
INST_CST,CST_S_FRM_COLUMN_AREA_SQ_M,b81aebef-48d1-51d2-b31d-e78829f0825a,AREA,Type,COLUMNFORMWORKArea in Square Meters,Furniture
INST_CST,CST_S_FRM_COLUMN_AREA_SQ_M,b81aebef-48d1-51d2-b31d-e78829f0825a,AREA,Type,COLUMNFORMWORKArea in Square Meters,Generic Models
INST_CST,CST_S_FRM_COLUMN_AREA_SQ_M,b81aebef-48d1-51d2-b31d-e78829f0825a,AREA,Type,COLUMNFORMWORKArea in Square Meters,Mechanical Equipment
INST_CST,CST_S_FRM_COLUMN_AREA_SQ_M,b81aebef-48d1-51d2-b31d-e78829f0825a,AREA,Type,COLUMNFORMWORKArea in Square Meters,Plumbing Fixtures
INST_CST,CST_S_FRM_COLUMN_AREA_SQ_M,b81aebef-48d1-51d2-b31d-e78829f0825a,AREA,Type,COLUMNFORMWORKArea in Square Meters,Specialty Equipment
INST_CST,CST_S_FRM_CST_TOTAL_UGX_NR,ddeda9c6-f78c-56cd-b46d-2f9cfb75e322,CURRENCY,Type,Total Formwork Cost in UGX,Casework
INST_CST,CST_S_FRM_CST_TOTAL_UGX_NR,ddeda9c6-f78c-56cd-b46d-2f9cfb75e322,CURRENCY,Type,Total Formwork Cost in UGX,Electrical Equipment
INST_CST,CST_S_FRM_CST_TOTAL_UGX_NR,ddeda9c6-f78c-56cd-b46d-2f9cfb75e322,CURRENCY,Type,Total Formwork Cost in UGX,Furniture
INST_CST,CST_S_FRM_CST_TOTAL_UGX_NR,ddeda9c6-f78c-56cd-b46d-2f9cfb75e322,CURRENCY,Type,Total Formwork Cost in UGX,Generic Models
INST_CST,CST_S_FRM_CST_TOTAL_UGX_NR,ddeda9c6-f78c-56cd-b46d-2f9cfb75e322,CURRENCY,Type,Total Formwork Cost in UGX,Mechanical Equipment
INST_CST,CST_S_FRM_CST_TOTAL_UGX_NR,ddeda9c6-f78c-56cd-b46d-2f9cfb75e322,CURRENCY,Type,Total Formwork Cost in UGX,Plumbing Fixtures
INST_CST,CST_S_FRM_CST_TOTAL_UGX_NR,ddeda9c6-f78c-56cd-b46d-2f9cfb75e322,CURRENCY,Type,Total Formwork Cost in UGX,Specialty Equipment
INST_CST,CST_S_FRM_PLYWOOD_SHEETS_NR,f6a72f77-4d2c-50c5-bab6-1ea5ac723b52,NUMBER,Type,18mm Plywood Sheets Required,Casework
INST_CST,CST_S_FRM_PLYWOOD_SHEETS_NR,f6a72f77-4d2c-50c5-bab6-1ea5ac723b52,NUMBER,Type,18mm Plywood Sheets Required,Electrical Equipment
INST_CST,CST_S_FRM_PLYWOOD_SHEETS_NR,f6a72f77-4d2c-50c5-bab6-1ea5ac723b52,NUMBER,Type,18mm Plywood Sheets Required,Furniture
INST_CST,CST_S_FRM_PLYWOOD_SHEETS_NR,f6a72f77-4d2c-50c5-bab6-1ea5ac723b52,NUMBER,Type,18mm Plywood Sheets Required,Generic Models
INST_CST,CST_S_FRM_PLYWOOD_SHEETS_NR,f6a72f77-4d2c-50c5-bab6-1ea5ac723b52,NUMBER,Type,18mm Plywood Sheets Required,Mechanical Equipment
INST_CST,CST_S_FRM_PLYWOOD_SHEETS_NR,f6a72f77-4d2c-50c5-bab6-1ea5ac723b52,NUMBER,Type,18mm Plywood Sheets Required,Plumbing Fixtures
INST_CST,CST_S_FRM_PLYWOOD_SHEETS_NR,f6a72f77-4d2c-50c5-bab6-1ea5ac723b52,NUMBER,Type,18mm Plywood Sheets Required,Specialty Equipment
INST_CST,CST_S_FRM_PROPS_QUANTITY_NR,dec78795-8a4e-5ba2-a97f-90aa55875b12,NUMBER,Type,Number of Props Required,Casework
INST_CST,CST_S_FRM_PROPS_QUANTITY_NR,dec78795-8a4e-5ba2-a97f-90aa55875b12,NUMBER,Type,Number of Props Required,Electrical Equipment
INST_CST,CST_S_FRM_PROPS_QUANTITY_NR,dec78795-8a4e-5ba2-a97f-90aa55875b12,NUMBER,Type,Number of Props Required,Furniture
INST_CST,CST_S_FRM_PROPS_QUANTITY_NR,dec78795-8a4e-5ba2-a97f-90aa55875b12,NUMBER,Type,Number of Props Required,Generic Models
INST_CST,CST_S_FRM_PROPS_QUANTITY_NR,dec78795-8a4e-5ba2-a97f-90aa55875b12,NUMBER,Type,Number of Props Required,Mechanical Equipment
INST_CST,CST_S_FRM_PROPS_QUANTITY_NR,dec78795-8a4e-5ba2-a97f-90aa55875b12,NUMBER,Type,Number of Props Required,Plumbing Fixtures
INST_CST,CST_S_FRM_PROPS_QUANTITY_NR,dec78795-8a4e-5ba2-a97f-90aa55875b12,NUMBER,Type,Number of Props Required,Specialty Equipment
INST_CST,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,Type,Release Agent Required in Liters,Casework
INST_CST,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,Type,Release Agent Required in Liters,Electrical Equipment
INST_CST,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,Type,Release Agent Required in Liters,Furniture
INST_CST,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,Type,Release Agent Required in Liters,Generic Models
INST_CST,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,Type,Release Agent Required in Liters,Mechanical Equipment
INST_CST,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,Type,Release Agent Required in Liters,Plumbing Fixtures
INST_CST,CST_S_FRM_RELEASE_AGENT_L,b7135785-67fe-5851-ad79-710211af171a,VOLUME,Type,Release Agent Required in Liters,Specialty Equipment
INST_CST,CST_S_FRM_REUSE_CYCLES_NR,35f7a769-abfa-53f4-8a70-9b0738afa009,NUMBER,Type,Number of Reuse Cycles,Casework
INST_CST,CST_S_FRM_REUSE_CYCLES_NR,35f7a769-abfa-53f4-8a70-9b0738afa009,NUMBER,Type,Number of Reuse Cycles,Electrical Equipment
INST_CST,CST_S_FRM_REUSE_CYCLES_NR,35f7a769-abfa-53f4-8a70-9b0738afa009,NUMBER,Type,Number of Reuse Cycles,Furniture
INST_CST,CST_S_FRM_REUSE_CYCLES_NR,35f7a769-abfa-53f4-8a70-9b0738afa009,NUMBER,Type,Number of Reuse Cycles,Generic Models
INST_CST,CST_S_FRM_REUSE_CYCLES_NR,35f7a769-abfa-53f4-8a70-9b0738afa009,NUMBER,Type,Number of Reuse Cycles,Mechanical Equipment
INST_CST,CST_S_FRM_REUSE_CYCLES_NR,35f7a769-abfa-53f4-8a70-9b0738afa009,NUMBER,Type,Number of Reuse Cycles,Plumbing Fixtures
INST_CST,CST_S_FRM_REUSE_CYCLES_NR,35f7a769-abfa-53f4-8a70-9b0738afa009,NUMBER,Type,Number of Reuse Cycles,Specialty Equipment
INST_CST,CST_S_FRM_SLAB_AREA_SQ_M,f4ee0063-aedf-541d-9e98-9e9751fe17b0,AREA,Type,SLABFORMWORKArea in Square Meters,Casework
INST_CST,CST_S_FRM_SLAB_AREA_SQ_M,f4ee0063-aedf-541d-9e98-9e9751fe17b0,AREA,Type,SLABFORMWORKArea in Square Meters,Electrical Equipment
INST_CST,CST_S_FRM_SLAB_AREA_SQ_M,f4ee0063-aedf-541d-9e98-9e9751fe17b0,AREA,Type,SLABFORMWORKArea in Square Meters,Furniture
INST_CST,CST_S_FRM_SLAB_AREA_SQ_M,f4ee0063-aedf-541d-9e98-9e9751fe17b0,AREA,Type,SLABFORMWORKArea in Square Meters,Generic Models
INST_CST,CST_S_FRM_SLAB_AREA_SQ_M,f4ee0063-aedf-541d-9e98-9e9751fe17b0,AREA,Type,SLABFORMWORKArea in Square Meters,Mechanical Equipment
INST_CST,CST_S_FRM_SLAB_AREA_SQ_M,f4ee0063-aedf-541d-9e98-9e9751fe17b0,AREA,Type,SLABFORMWORKArea in Square Meters,Plumbing Fixtures
INST_CST,CST_S_FRM_SLAB_AREA_SQ_M,f4ee0063-aedf-541d-9e98-9e9751fe17b0,AREA,Type,SLABFORMWORKArea in Square Meters,Specialty Equipment
INST_CST,CST_S_FRM_STRIPPING_TIME_DAYS,ba8f1343-fb16-52ae-9a78-a978b0617888,NUMBER,Type,Formwork Stripping Time in Days,Casework
INST_CST,CST_S_FRM_STRIPPING_TIME_DAYS,ba8f1343-fb16-52ae-9a78-a978b0617888,NUMBER,Type,Formwork Stripping Time in Days,Electrical Equipment
INST_CST,CST_S_FRM_STRIPPING_TIME_DAYS,ba8f1343-fb16-52ae-9a78-a978b0617888,NUMBER,Type,Formwork Stripping Time in Days,Furniture
INST_CST,CST_S_FRM_STRIPPING_TIME_DAYS,ba8f1343-fb16-52ae-9a78-a978b0617888,NUMBER,Type,Formwork Stripping Time in Days,Generic Models
INST_CST,CST_S_FRM_STRIPPING_TIME_DAYS,ba8f1343-fb16-52ae-9a78-a978b0617888,NUMBER,Type,Formwork Stripping Time in Days,Mechanical Equipment
INST_CST,CST_S_FRM_STRIPPING_TIME_DAYS,ba8f1343-fb16-52ae-9a78-a978b0617888,NUMBER,Type,Formwork Stripping Time in Days,Plumbing Fixtures
INST_CST,CST_S_FRM_STRIPPING_TIME_DAYS,ba8f1343-fb16-52ae-9a78-a978b0617888,NUMBER,Type,Formwork Stripping Time in Days,Specialty Equipment
INST_CST,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,Type,Timber Volume Required in Cubic Meters,Casework
INST_CST,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,Type,Timber Volume Required in Cubic Meters,Electrical Equipment
INST_CST,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,Type,Timber Volume Required in Cubic Meters,Furniture
INST_CST,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,Type,Timber Volume Required in Cubic Meters,Generic Models
INST_CST,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,Type,Timber Volume Required in Cubic Meters,Mechanical Equipment
INST_CST,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,Type,Timber Volume Required in Cubic Meters,Plumbing Fixtures
INST_CST,CST_S_FRM_TIMBER_VOLUME_CU_M,1d605c56-68e8-54b1-b9ce-be971a230589,VOLUME,Type,Timber Volume Required in Cubic Meters,Specialty Equipment
INST_CST,CST_S_FRM_TYPE_TXT,f35708fe-f4e2-563f-8716-372ad14930eb,TEXT,Type,"Type of Formwork (Plywood, Steel)",Casework
INST_CST,CST_S_FRM_TYPE_TXT,f35708fe-f4e2-563f-8716-372ad14930eb,TEXT,Type,"Type of Formwork (Plywood, Steel)",Electrical Equipment
INST_CST,CST_S_FRM_TYPE_TXT,f35708fe-f4e2-563f-8716-372ad14930eb,TEXT,Type,"Type of Formwork (Plywood, Steel)",Furniture
INST_CST,CST_S_FRM_TYPE_TXT,f35708fe-f4e2-563f-8716-372ad14930eb,TEXT,Type,"Type of Formwork (Plywood, Steel)",Generic Models
INST_CST,CST_S_FRM_TYPE_TXT,f35708fe-f4e2-563f-8716-372ad14930eb,TEXT,Type,"Type of Formwork (Plywood, Steel)",Mechanical Equipment
INST_CST,CST_S_FRM_TYPE_TXT,f35708fe-f4e2-563f-8716-372ad14930eb,TEXT,Type,"Type of Formwork (Plywood, Steel)",Plumbing Fixtures
INST_CST,CST_S_FRM_TYPE_TXT,f35708fe-f4e2-563f-8716-372ad14930eb,TEXT,Type,"Type of Formwork (Plywood, Steel)",Specialty Equipment
INST_CST,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,Type,TOTALNUMBEROFBRICKSREQUIRED,Casework
INST_CST,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,Type,TOTALNUMBEROFBRICKSREQUIRED,Electrical Equipment
INST_CST,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,Type,TOTALNUMBEROFBRICKSREQUIRED,Furniture
INST_CST,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,Type,TOTALNUMBEROFBRICKSREQUIRED,Generic Models
INST_CST,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,Type,TOTALNUMBEROFBRICKSREQUIRED,Mechanical Equipment
INST_CST,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,Type,TOTALNUMBEROFBRICKSREQUIRED,Plumbing Fixtures
INST_CST,CST_S_MAS_BRICK_QUANTITY_NR,5c76af45-3ffe-58aa-be0e-60d4ecaa1725,NUMBER,Type,TOTALNUMBEROFBRICKSREQUIRED,Specialty Equipment
INST_CST,CST_S_MAS_BRICK_STRENGTH_TXT,f3cd05c6-6659-5fbc-beec-0a8f324911e2,TEXT,Type,BRICKSTRENGTHCLASSIFICATION,Casework
INST_CST,CST_S_MAS_BRICK_STRENGTH_TXT,f3cd05c6-6659-5fbc-beec-0a8f324911e2,TEXT,Type,BRICKSTRENGTHCLASSIFICATION,Electrical Equipment
